duns_number,address,firm_name
095769905,"4596 ISH DRIVE, SUITE 200, SIMI VALLEY, California (CA) 93063, United States (USA)",VICTOGEN PHARMA
660111921,"No. 3 Jalan MJ 16 Taman Industri Meranti jaya, PUCHONG, SELANGOR 47120, Malaysia (MYS)",ORB COSMEX SDN. BHD.
118897440,"90454 Woodruff St, Eugene, Oregon (OR) 97402, United States (USA)","Organic Consultants, Llc"
929597674,"Plot No.8-A 1/1, TTC Industrial Area, Kalwe Block, Village Dighe, Navi Mumbai, Maharashtra 400708, India (IND)",SANDOZ PRIVATE LIMITED
119127689,"1145 E. Northfield Dr., Brownsburg, Indiana (IN) 46112, United States (USA)","Orano Med, LLC"
942380098,"21434 Oak Hill Rd, Ewing, Illinois (IL) 62836, United States (USA)",Oak Hill Genetics LLC
486920486,"Bankstrasse 4, Uster, Zurich 8610, Switzerland (CHE)",SENTISS AG
118974584,"19 Red Maple Ln, Abbeville, South Carolina (SC) 29620, United States (USA)",Oak Hill Genetics LLC
876818291,"Plot No. 5A, APIIC, Prashanth Nagar KUKATPALLY, Hyderabad, Telangana 500072, India (IND)",DAEWOONG PHARMACEUTICAL (INDIA) PRIVATE LIMITED
117167281,"4310 West Ave, San Antonio, Texas (TX) 78213-3033, United States (USA)","Trifluent Pharma, LLC"
841163409,"Room 413, Building 1, No. 385 Renhe Helong 5th Road, Baiyun, Guangzhou, Guangdong 510000, China (CHN)","Guangzhou Boxue Biotechnology Co., Ltd"
119035176,"4551 Kennedy Commerce Dr, Houston, Texas (TX) 77032-3425, United States (USA)",Cell Ready Manufacturing Facility MCTF01
526883435,"Xiahengtian Industrial Zone, Shayong Village, Lishui Town, Nanhai, Foshan, Guangdong 528244, China (CHN)",Foshan Nanhai Zhongnan Pharmaceutical Factory
699509596,"No. 333, Wuxi Road, Tangxi Town, Jinhua, Zhejiang 321075, China (CHN)","Zhejiang Jinhua Conba Bio-pharm. Co., Ltd. (Jinxi)"
737969163,"Survey Block No 438, Old Survey No 801, Border Of Indrad, Taluka Kadi, Mehsana, Gujarat 382715, India (IND)",KADAMB PHARMACHEM
957246602,"Block No. 132, Village Ranu Taluka Padra, Vadodara, Gujarat 391445, India (IND)",Ipca Laboratories Limited
932518653,"Plot No 16 - 22, Industrial Area No 01, A B Road, Dewas, Madhya Pradesh 455001, India (IND)",Ipca Laboratories Limited
071488864,"13900 Lake Song Lane No. O4, Broomfield, Colorado (CO) 80023, United States (USA)","Lucin Organics, LLC"
617098989,"West side of 2/F,building 2,No 398,Haida North Road,Xiasha street,Qiantang District,, Hangzhou, Zhejiang 310018, China (CHN)","Hangzhou Sinodo Pharm Technology Co.,Ltd"
634782249,"RM 801, Building 14, Yinhai Kechuang Center, No. 501 Fucheng Road, Xiasha Street, Hangzhou, Zhejiang 310000, China (CHN)","Hangzhou ApexTide Biomedical Technology Co., Ltd."
119044380,"115 Willow Springs LN, York, Pennsylvania (PA) 17406, United States (USA)","WestRock Converting, LLC"
124618827,"9 Miramar Road, Stuart, Florida (FL) 34996, United States (USA)",ECO Bandage LLC
878487631,"1717 Langhorne Newtown Road Suite 302, Langhorne, Pennsylvania (PA) 19047, United States (USA)",Savara Inc.
080834806,"10960 Wilshire Blvd, 5th Floor, Los Angeles, California (CA) 90024, United States (USA)",KORA US LLC
119070941,"555 Julie Ann Way, Oakland, California (CA) 94621, United States (USA)","COUNTY SPECIALTY GASES, LLC."
116912041,"2827 Whiptail Loop, Carlsbad, California (CA) 92010, United States (USA)",SAFC Carlsbad Inc.
118956541,"1636 Popps Ferry Road, Suite 218, Biloxi, Mississippi (MS) 39532, United States (USA)","Aletris Pharmaceuticals, LLC"
411759931,"No. 2018-2, Jietou Road, Xiang'an District, Xiamen, Fujain 361101, China (CHN)","Xiamen Kang Zhongyuan Biotechnology Co., Ltd."
697519167,"4F, Biomedicine Park #4, Jinfeng Town, Jlulongpo Dlstrict, Chongqing,  401329, China (CHN)","Chongqing Mideco Pharmaceutical Co., Ltd."
965025542,"9440 South State Road 39, Mooresville, Indiana (IN) 46158, United States (USA)",Exel Inc. dba DHL Supply Chain (USA)
118929829,"50 Jernigan Drive, Somerville, Tennessee (TN) 38068, United States (USA)","MCP TN, LLC"
125252076,"3650 Bobbi Ln Ste 109, Titusville, Florida (FL) 32780, United States (USA)",SCALING MADE SIMPLE LLC
854518929,"PLOT NO 215/1 220/1 & 221/1 VILL INDRAD TAL KADI DIST MEHESANA, Ahmedabad,  382170, India (IND)",HEALWELL HOMEO PRIVATE LIMITED
078421573,"1731 S Lakeside Dr, Waukegan, Illinois (IL) 60085, United States (USA)","ABF Labs, Inc."
694485059,"76, Jikji-daero 436beon-gil, Heungdeok-gu, Cheongju,  28581, Korea, South (KOR)","Sturgeonbio Co.,Ltd."
722837370,"Building 4, No. 28 Linsheng Road, Tinglin Town, Jinshan District, Shanghai,  201505, China (CHN)","Shanghai Taicikang Industrial Co., Ltd."
418399704,"417,Building A, No. 8,Dong Heng San Road,Zhucun,Tianhe District, Guangzhou, Guangdong 510660, China (CHN)","Guangzhou Liuquanmiao Import & Export Trade Co., Ltd."
694747331,"124 Sagimakgol-ro, Jungwon-gu, Seongnam, Gyeonggi 13207, Korea, South (KOR)","BIOBEAUTECH Co., Ltd."
403393293,"No.26,Shuanghe Industrial zone Avenue,Changhong,Jiahe,Baiyundistrict, Guangzhou,  510440, China (CHN)",Guangzhou Tinsun Biotechnology Company Limited
554425107,"No. 80 Yunfan Road, Lihai Street, Yuecheng District, Shaoxing, Zhejiang 312000, China (CHN)","Zhejiang Syncozymes Bio-pharmaceutical Co., Ltd."
861206009,"Plot No.: 112, 113, 114; GIDC Estate Gozariya, Dist. Mehsana, Mehsana, Gujarat 382825, India (IND)",Sumar Biotech LLP
854281351,"Plot No S117 to S120, Sipcot Industrial Complex, Phase-111, Sipcot Mugundaryapuram, Ranipet, TN 632405, India (IND)",STHREE CHEMICALS PRIVATE LIMITED
118872313,"7325 Cross Country Rd Unit E, North Charleston, South Carolina (SC) 29418-8474, United States (USA)","TransOx, Inc."
119074335,"106 Lake Ave S, Unit 01, Nesconset, New York (NY) 11767, United States (USA)",Banartis Paarmeez Laboratories LLC
554529604,"No.0006, donghua street, Lubei new district, high-tech zone, Hengshui,  053000, China (CHN)","WanYang Hengshui Pharmaceutical Co., Ltd"
119076793,"1005 N Erie Ave, Pueblo, Colorado (CO) 81001, United States (USA)",Northwest Respiratory Services
119076799,"2214 Sanford Dr, Grand Junction, Colorado (CO) 81505, United States (USA)",Northwest Respiratory Services
118408248,"200 Albert Sabin Way Rm G310, Cincinnati, Ohio (OH) 45267, United States (USA)","Pharmalogic Cincinnati, LLC"
956992404,"Plot No: 35 / 36 / 37, R. K. INDUSTRIAL PARK, Phase 1 OPP. BHARAT BENZ SHOWROOM, OFF N.H. 8-B, Rampara-Beti, Rajkot, Gujarat 360023, India (IND)",Renova Lifesciences Private Limited
119126509,"401 W Morgan, Ann Arbor, Michigan (MI) 48108, United States (USA)",POMG LLC
119034214,"3817 NW 58th St, Oklahoma City, Oklahoma (OK) 73112, United States (USA)","ACA Management, LLC"
118431835,"10600 N Lamar Blvd, Austin, Texas (TX) 78753, United States (USA)","Pharmalogic Austin, LLC"
131527024,"1990 Westwood Blvd., #125, Los Angeles, California (CA) 90025, United States (USA)",XSEER PHARMACEUTICALS INC.
118987533,"1148 Walter Price Rd, Cayce, South Carolina (SC) 29033, United States (USA)","Gas and Supply Carolinas, LLC"
713814647,"307, Floor 3, Unit 1, Building 6, Kangcheng Jiu Courtyard, Ditai Road, Nangui Road, Erqi District,, Zhengzhou, Henan 450000, China (CHN)","Zhengzhou Zhuoqing Trading Co., Ltd."
701762807,"No.107,Huayuan North Road Free Trade Experimental Zhengzhou Area(Jinshui District), Zhengzhou, Henan 450000, China (CHN)","Zhengzhou Miaoqi Medical Technology Co.,Ltd."
699496801,"No.38, Linxi Road, Quzhou,  324000, China (CHN)","Zhejiang Bright Care Products Technology Co., Ltd"
642473543,"Plat No. 69, J.N.Pharma City, Road No.8, Parawada, Visakhapatnam, Visakhapatnam 531019, India (IND)",SHODHANA LABORATORIES PRIVATE LIMITED
959962800,"Plot No. 15,16,17 PHARMEZ Special Economic Zone Sarkhej-Bavla N.H. No. 8A, Vil.: Matoda, Tal. Sanand, Ahmedabad, Gujarat 382213, India (IND)",Amneal Pharmaceuticals Private Limited
119319723,"383 W Vine St Ste 100, Salt Lake City, Utah (UT) 84123, United States (USA)","Pharmalogic Salt Lake City, LLC"
118410433,"390 Concord Ave, Bronx, New York (NY) 10454, United States (USA)","Pharmalogic New York City, LLC"
730962079,"Shangdeng Industrial Park, Dali Economic and Technological Development Zone, Dali Bai Autonomous Prefecture, Dali, Yunnan 671000, China (CHN)","Hybio Bio-tech (Dali) Co., Ltd."
119117892,"7175 ST PAUL RD, Grand Island, Nebraska (NE) 68801, United States (USA)",PERFORMANCE PLUS LIQUIDS INC.
123458029,"402 E Gutierrez Street, #B, Santa Barbara, California (CA) 93101, United States (USA)",Laboratoire Lemyn LLC
081368831,"4835 Lyndon B Johnson Fwy, dallas, Texas (TX) 75244, United States (USA)",Osteal Therapeutics
560246778,"No. 8, Xiyuan Ave., Hi-tech District, Chengdu, Sichuan 611731, China (CHN)","Chengdu EASTON Biopharmaceuticals Co., Ltd."
603012375,"3rd Floor, Building 9, Zone G, Third Industrial Zone, Gonghe Community, Shajing Street, Baoan District, Shenzhen, Duangdong 518106, China (CHN)","Shenzhen Joyuflsh Technology Co., Ltd."
107201156,"2289 Lark Ave., Hamlin, Iowa (IA) 50117, United States (USA)",Hamlin Feed Mill LLC
631973699,"Room B105, Room 614, 6th Floor, No. 4, Lingshan East Road, Tianhe District, Guangzhou, Guangdong 510630, China (CHN)","Guangzhou Ruijiu Electronic Technology Co., Ltd."
119076806,"12061 Pennsylvania Street, Unit A-105, Thornton, Colorado (CO) 80241, United States (USA)",Northwest Respiratory Services
699321271,"No. 33, Wenjian Erheng Road, Wenchang, Hainan 571321, China (CHN)","Wenchang Panzhijie Trading Co., Ltd."
034214067,"1220 RANKIN DR, TROY, Michigan (MI) 48083, United States (USA)",Charvi Pharma Services llc dba Spectrum Pharmaceutical Distributors
920507667,"375, Urawade, Taluka- Mulshi, Pune, Maharashatra 412115, India (IND)",INTOX PRIVATE LIMITED
699816806,"404, Building B, Ziyou Lu Haibin Market, Area 47, Fanshen Community, Xin'an Sub-District, Baoan District, Shenzhen, Guangdong 518000, China (CHN)","Shenzhen Xinxin Yunhai Technology Co., Ltd."
420735544,"5th Floor, South Building,No. 16, Pingshan Minying Industrial Park,Huashan, Huadu District, Guangzhou, Guangdong 510880, China (CHN)","Cloudgoose Biology Science & Technology Co., Ltd."
119100973,"764 Cimarron Unit B, Spring Branch, Texas (TX) 78070, United States (USA)",Ancient Cure LLC
119024924,"2250 Alcazar St, Los Angeles, California (CA) 90089, United States (USA)","Pharmalogic Los Angeles, LLC"
118990970,"3301 3rd Ave, Mankato, Minnesota (MN) 56001, United States (USA)",New Vision Coop
052330922,"1740 Topaz Drive, Loveland, Colorado (CO) 80537, United States (USA)",Triverity Laboratories
860477697,"Survey No. 637, Bonthapally Village, Gummadidala Mandal, Sangareddy, Telangana 502313, India (IND)",SYNFINE DRUGS PRIVATE LIMITED
119408713,"6765 Wedgwood Rd N, Maple Grove, Minnesota (MN) 55311, United States (USA)","Promed Pharma, LLC"
418636058,"Bao'an District, Xin'an Street, Anle Community, Property Building 703, Shenzhen, Guangdong 518101, China (CHN)","Shenzhen Shandian Jingling Technology Co., Ltd."
036384083,"7796 South Innovation Way, Bunker Hill, Indiana (IN) 46194, United States (USA)",Arizona Isotopes Science Research Corp.
013326284,"8896 Louisiana St, Merrillville, Indiana (IN) 46410-7153, United States (USA)","Life DME, LLC"
295870216,"Industrielaan 31, Olen, ANTWERP 2250, Belgium (BEL)",Olen Cosmetics
675482641,"Plot No. 217, 218 and 219, IDA, Phase-II, Pashamylaram, Sangareddy District, Sangareddy, Telangana 502307, India (IND)",Zenfold Sustainable Technologies Private Limited
711173127,"Huarun Building,No.95,Changping Road,Longhu District,Shantou City, Shantou, Guangdong 515041, China (CHN)","Shantou Youjia E-Commerce Co.,Ltd."
877268068,"94/95, EPIP, Pashamylaram, Patancheru Mandal, Sangareddy District, Telangana 502307, India (IND)",CHROMO HEALTH CARE PRIVATE LIMITED
710111693,"No. 18 North Songyang Road, Hefu Town, Nanxun District, Huzhou, Zhejiang 313000, China (CHN)","Zhejiang Jifu Daily Chemical Co., Ltd."
405186518,"Tongguan Circular Industrial Zone, Wangcheng Economic Development Zone, Changsha, Hunan 410203, China (CHN)","Hunan Huateng Pharma Tech Co., Ltd."
471017358,"Calle Baldiri Reixac, 10 - 12, E. Cluster II, 03 C 72, Barcelona,  08028, Spain (ESP)",DEKAPENTA LABS S.L.
119080777,"400 West Lincoln Ave. Suite 92, Lititz, Pennsylvania (PA) 17543, United States (USA)",Menasha Packaging Company
131436286,"2394 DELAMORE CHASE, DULUTH, Georgia (GA) 30097, United States (USA)","Zoviro, LLC"
130229096,"2040 NE 163rd St Ste 206, North Miami Beach, Florida (FL) 33162, United States (USA)",INTERSTELLAR PHARMACEUTICALS INC.
055966236,"10540 FM 1488 Rd Pmb 140B, Magnolia, Texas (TX) 77354, United States (USA)",IV Rx Pharmacy & Medical Supply Group LLC.
118195107,"4000 Faber Place Drive Suite 300, North Charleston, South Carolina (SC) 29405, United States (USA)",Green Pharma South Inc.
119255926,"3358 W 800 S, Bunker Hill, Indiana (IN) 46914-9614, United States (USA)","Nukemed, Inc. dba SpectronRx"
730978882,"No. 517 Kangtai Road, Jilin Economic&Technical Development Zone, Jilin City, Jilin Province 132000, China (CHN)","Jilin Jiahui Chemical Co., Ltd."
869737612,"Sy No 270/C2, S Lingotam Village, Choutuppal, Telangana 508252, India (IND)",Spica Laboratories Private Limited
080403873,"10944 Alder Cir, Dallas, Texas (TX) 75238, United States (USA)","SYNERGY BIOSCIENCE, INC."
813835054,"Unit-2, Plot No. 18A1, APSEZ De-Notified Area, Gurajapalem Village, Rambilli Mandal, Anakapalli, Andhra Pradesh 531011, India (IND)",LAURUS SYNTHESIS PRIVATE LIMITED
957053589,"Plot No. 20 and 169, Sy. No. 132, 243 And 244, Rajapura Village Bommasandra Jigani Link Road, Industrial Area, Anekal, Bengalurur 562106, India (IND)",CDYMAX (INDIA) PHARMA PRIVATE LIMITED
443683514,"The Sixth Floor, No. 17-2 Longhai West Road, Xiuchuan Street, Huadu District, Guangzhou, Guangzhou,  510000, China (CHN)","Guangzhou Kanglixin Medical Biotechnology Co., Ltd."
844528915,"Building 6,7 and 8,No.17,Antai Road, Automobile Industry Base,Huadu District, Guangzhou, Guangdong 510000, China (CHN)","Longway Technology(Guangzhou)Co., Ltd."
737924813,"Plot No.: 27A 42, 27A 42B & 27A 43, Industrial Park, APIIC, Rambilli Mandal, Atchuthapuram - APSEZ, Visakhapatnam, Andhra Pradesh 531061, India (IND)",Ocimum Labs Private Limited
119136050,"6155 Corte Del Cedro, Carlsbad, California (CA) 92011, United States (USA)",SOHM Inc.
700322776,"No.6 Huanan 1st Road, Yanjia Avenue, Changzhou District., Chongqing,  401221, China (CHN)","Chongqing Huapont Shengchem Pharmaceutical Co., Ltd."
469713566,"CALLE JULIAN CAMARILLO 31, MADRID,  28037, Spain (ESP)",MODERNA BIOTECH SPAIN SL.
712999147,"208A, Yuebao Company Warehouse, No. 45 Yuebao Road, Dexing Community, Buji Street, Longgan g District, Shenzhen, Guangdong 518000, China (CHN)","Shenzhen Xiaomai Manufacturing Co., Ltd."
738057666,"2&3 RD FLOOR H NO 5-35/152 PLOT NO 95 PRASHANTHI NAGAR, Kukatpally, Medchal Malkjgiri Dist, Hyderabad, Telangana 500072, India (IND)",Dr Rao's Life Sciences Pvt Ltd
632138945,"Room 3319, Block 26, JinmaoQianjingYuan, No. 276 Meixi Lake Road, Yuelu District, Changsha, Hunan 410000, China (CHN)","Changsha Beiliang E-commerce Co., Ltd"
662722809,"640 Baen Chado Road, KHLONG SAM WA, Bangkok,  10510, Thailand (THA)",XIAN CHIANG COMPANY LIMITED
699692787,"Unit 234-1, Bldg A, B, C, Yuanfen Industrial Zone B, Taoyuan Comm.Dalang Str, Longhua Dist, Shenzhen, Guangdong 518000, China (CHN)","Shenzhen Kerui Int'l Trading Co., Ltd."
724892056,"4th Floor, Building 1956, Phase III, Zhangjiashan Medical Incubation Park, Zhangshu, Yichun, Jiangxi 331208, China (CHN)","Jiangxi Hemei Pharmaceutical Co., Ltd"
699305250,"12th floor, Wantong International Building, Intersection of Yongping Road, Nongyang South Road, Zhengdong New District,, Zhengzhou, Henan 450018, China (CHN)",Henan Dailygreen Biotechnology Co. LTD
632583102,"M046，Room A217,Building1,NO.77 Self-Numbered,No.75,Xianlie M.Road,Yuexiu District, Guangzhou, Guangdong 510000, China (CHN)","Guangzhou Yanxi Biotechnology Co., Ltd"
419547269,"2nd Floor, Plant 3, Building 2, No.6 Bangsheng 2nd Road, Jinghu Avenue, Huadu District,Guangzhou, CN 510800, Guangzhou, Guangdong 510800, China (CHN)","Guangzhou Guocui Biological Technology Co., Ltd."
528166433,"Room 1203, Building 7, Block 6, Zhuo Xiu North Street, Fangshan, Beijing,  102400, China (CHN)","Beijing Ilisya Technology Development Co.,Ltd."
915039748,"W 56 TTC INDUSTRIAL AREA RABALE NAVI NAVI, THANE, MAHARASHTRA 400701, India (IND)",SAVVY CARE & COSMETICS PRIVATE LIMITED
725037041,"Floor 4, 1, No.26, Tengda E. Road, Shilou Town, Panyu District, Guangzhou,  510000, China (CHN)","Guangzhou Meixi Pharmaceuticals Co., Ltd."
416680201,"Room 3803, 38/F, Strait Pearl Plaza, 99 Yilan Road, Guanyinshan International Business Center, Siming District, Xiamen, Fujian 361000, China (CHN)","Xiamen Panmai Technology Co., Ltd"
449986931,"Room 501, Building 1, No. 5, Fuxing 2nd Road, Chenjiapu, Liaobu Town, Dongguan,  523400, China (CHN)",Dongguan LeTaoHui Cross-Border E-commerce Co.
444722774,"3A-18, Wansheng Baihuo, Wanzhong City, Xinniu Community, Minzhi Sub-District, Longhua Dist rict, Shenzhen, Guangdong 518000, China (CHN)","Shenzhen Hengkaifeng Commerce and Trade Co., Ltd"
554525739,"No. 617, Fenghuang Road, Shuangliu District, Chengdu, Sichuan 610200, China (CHN)","Zennova Pharmaceuticals (chengdu) Co.,ltd."
487165172,"Grabenstrasse 1, Schlieren,  8952, Switzerland (CHE)",Labor Zollinger AG
127228400,"117 White Oak Lane, Old Bridge, New Jersey (NJ) 08857, United States (USA)",Valuent Management LLC
965505113,"907 Atlantic Dr, West Chicago, Illinois (IL) 60185-5100, United States (USA)","Classic Home Care Services, Inc."
751129894,"Ergene 2 Osb, No:27/1 Ulas Osb Mahallesi D100 Caddesi Ergene, Tekirdag, Tekirdag 59870, Turkey (TUR)",Cigir Kimya Sanayi Ve Ticaret Anonim Sirketi Corlu Subesi
700426808,"Room 621-624, Floor 6, Building 2, Yuguan Small and Medium Enterprise Incubation Industria l Park, Yousong Community, Longhua District, Shenzhen, Guangdong 518000, China (CHN)","Shenzhen Yikai Electronic Technology Co., Ltd."
643512763,"Survey No.: 64/2/2, Village: Vaghrol, Taluka: Dantiwada, Dist.: Banaskantha, Banaskantha, Gujarat 385510, India (IND)",La Chandra Pharmalab Private Limited
230986608,"20-22 Wenlock Road, LONDON,  N1 7GU, United Kingdom (GBR)",THE SKINCARE FOUNDRY LTD
118329766,"9408 SW 87th Ave Ste 104, Miami, Florida (FL) 33176, United States (USA)",Ionetix Corporation
129750825,"100 N Howard St Ste R, Spokane, Washington (WA) 99201-0508, United States (USA)",BENM INC
078641671,"6925 112th Circle, STE 102, LARGO, Florida (FL) 33773, United States (USA)","American Vet Sciences, LLC"
871769521,"H 881 Industrial AreaBhiwadi, Alwar, Rajasthan 301019, India (IND)",WIZCURE PHARMAA PRIVATE LIMITED
080260470,"3 Paoli Plaza, Suite C, Paoli, Pennsylvania (PA) 19301, United States (USA)","EDW PHARMA, INC"
119189453,"5850 Coral Ridge Dr Ste 309, Coral Springs, Florida (FL) 33076, United States (USA)",Utopic Pharmaceuticals Inc.
119046582,"4602 E Elwood St Ste 11, Phoenix, Arizona (AZ) 85040, United States (USA)","True Marker Pharmaceuticals, Inc."
416539680,"No.1 Quanling Road, Wujiatang Town,, Shaowu, Fujian 354003, China (CHN)","Fujian Disheng Technology Co., Ltd."
118831764,"229 Haight St Apt 184, San Francisco, California (CA) 94102, United States (USA)",REVE SKINCARE LLC
699396897,"C126, Floor 1, Building 5, No. 129 Yifeng Road, Xiasha Street, Qiantang District, Hangzhou,  310018, China (CHN)",Hangzhou Hotide Biotech Co Ltd
643563664,"Plot No 540/3P1, 540/4, 540/ 5; KIADB Kadechur- Badiyal Industial Area, Hobli Saidapur, Yadgir, KARNATAKA 585221, India (IND)",SURAJ LABORATORIES PRIVATE LIMITED
700878896,"YONGAN AVENUE, YOUBU INDUSTRY PARK, LANXI, JINHUA, ZHEJIANG 321106, China (CHN)","ZHEJIANG CHEMCLEAN TECHNOLOGY CO., LTD."
544553558,"No.3 Donghai 6th Avenue, Duqiao Medical Park, Linhai, Zhejiang 317016, China (CHN)","Zhejiang Huahai Jiancheng Pharmaceutical Co., Ltd."
119116855,"2811 Courtland St, Duluth, Minnesota (MN) 55806, United States (USA)","OXYGEN SERVICE CO., INC."
119182941,"3 Patterson Rd, Shirley, Massachusetts (MA) 01464-2907, United States (USA)",Alcami Carolinas Corporation
119182950,"2 Howe Dr, Amherst, New Hampshire (NH) 03031-2314, United States (USA)",Alcami Carolinas Corporation
695734126,"111 Songpa-daero, Songpa-gu, Seoul,  05837, Korea, South (KOR)",CUSTICS
547940713,"No. 2,Xiexin West Rd.,Gangkou Development Zone, Taicang,  215433, China (CHN)","Taicang Xintai Alcohol Co., Ltd."
444251259,"Building 2 of Bio-pharmaceutical Industrial Park Phase 3, No.1 Xinze Road, Suzhou Industrial Park, Suzhou, Jiangsu 215009, China (CHN)","Suzhou Vaccines Co., Ltd."
619052164,"No. 5, Tongfu Road, Xicheng Industrial Area, Renhe Town, Baiyun District, Guangzhou, Guangdong 510080, China (CHN)","Guangdong Renhe Guozhuang Biotechnology Co., Ltd"
481286994,"Kantonsstrasse 52 o, Buttikon,  8863, Switzerland (CHE)",Purlife AG
963262016,"190, Dodam-ro, Seo-gu, Incheon,  22667, Korea, South (KOR)","KOSMI Cosmetics Co., Ltd"
704798510,"210, Building D1, Comprehensive Market, Wanggang New Gate Building, No. 18, Daling North Street, Jiahe Street, Baiyun District,, Guangzhou, Guangdong 510000, China (CHN)","Guangzhou Shangwei Beauty Technology Co., Ltd"
756062826,"Provis Biolabs Private Limited, No.5-9-262/54P & 55P, First floor, Rajiv Gandhi Nagar, Prashanthi Nagar, Kukatpally, Hyderabad, Telangana 500072, India (IND)",PROVIS BIOLABS PRIVATE LIMITED
119186891,"5100 Jones Sausage Rd Ste 110, Garner, North Carolina (NC) 27529, United States (USA)",Alcami Carolinas Corporation
634128853,"No. 5 South Zone, Medical Equipment Industrial Park, Yongchang Sub-District Office, Chengwu, Shandong 274200, China (CHN)",Shandong Haixin Biopharmaceutical Co. Ltd.
119179368,"1100 N Steel Cir, Huger, South Carolina (SC) 29450, United States (USA)","UNIVERSAL INDUSTRIAL GASES, LLC"
087255916,"239 New Rd Building A Suite 107, Parsippany, New Jersey (NJ) 07054, United States (USA)","Leigh Labs, Inc"
119190557,"10203 Plano Rd Ste 106, Dallas, Texas (TX) 75238, United States (USA)","BRAND 2022B, LLC"
119226154,"301 Treble Cove Rd., North Billerica, Massachusetts (MA) 01862, United States (USA)","SciSafe, Inc."
023011013,"206 County Road 20, Hooper, Nebraska (NE) 68031, United States (USA)",WEITZENKAMP FARMS INC
437304789,"Via Enzo Ferrari SNC, Zona Ind le Villa Zaccheo, Castellalto,  64020, Italy (ITA)",ACS DOBFAR SPA
642485186,"Plot.No:12&15, APIIC Industrial Park, Phase-III, Sy.No:09 (Part), 16 (Part), 17(Part), 18(Part) of Lemarthi Vil, Vishakapatnam, Andhra Pradesh 531019, India (IND)",DEVI PHARMATECH PRIVATE LIMITED
119199295,"190 S. MCQUEEN RD SUITE 102, GILBERT, Arizona (AZ) 85233, United States (USA)",SURETEC INNOVATIONS LLC
855533679,"Plot No 224 Block No 846, Vibrant Business Park Opp UPL N H 8, Vapi Valsad, GJ 396191, India (IND)",VEERHEALTH CARE LIMITED
644903923,"2nd Floor, W-1, Ambli Road, New York Timber Street, Opp PSP House, S.G. Highway, Ahmedabad, Gujarat 380053, India (IND)",Amneal Pharmaceuticals Private Limited
644916432,"Plot No 2900/46, 47, 162, 163, 164, 165, 166, 167, GIDC Ankleshwar, Ankleshwar, District: Bharuch, Gujarat 393002, India (IND)",Muby Chem Private Limited
855540249,"303 Shivam Residency, Udaipur, RJ 313001, India (IND)",N.K. Synthesis Private Limited
119011469,"32400 North 51ST Ave, Phoenix, Arizona (AZ) 85083, United States (USA)",Linde Inc.
055587333,"13405 Folsom Blvd Ste 750C, Folsom, California (CA) 95630, United States (USA)",Meds 2U Pharmacy Supply Corp.
813058014,"No. 53, Jalan I-Park SAC 7, Persiaran SAC, Taman Perindustrian I-Park,, Senai, Johor 81400, Malaysia (MYS)",Tiger Balm (Malaysia) Sdn. Bhd.
457426186,"No.7 Yuntu Road, Beibei District, Chongqing,  400714, China (CHN)",Porton Pharma Solutions Ltd. Shuitu R&D Center GMP QC Laboratory
031125329,"445 W 26th St, Hialeah, Florida (FL) 33010, United States (USA)",DRLZ Enterprises LLC
854126098,"Plot No. 171 and 181, IDA, Kondapalli, NTR District, Andhra Pradesh 521228, India (IND)",Kekule Life Sciences Limited
854295665,"Shed No.d 35, Sidco Industrial Estate, Kappalur, Tirumangalam, Madurai, Tamil Nadu 625008, India (IND)",BEREF PHARMACEUTICALS PRIVATE LIMITED
644776835,"Survey No. No. 325, 326, 333 To 336, 340 To 346 Lalgadimalakpet, Shameerpet Medchal-Malkajgiri, Telangana 500101, India (IND)",GRANULES LIFE SCIENCES PRIVATE LIMITED
119109608,"3700 Horizon Drive, King of Prussia, Pennsylvania (PA) 19406, United States (USA)",Purolite LLC
929877680,"PLOT NO.4, SANKALP INDUSTRIAL ESTATE, BEHIND KERALA GIDC, BAVALA, AHMEDABAD-382240, GUJARAT, AHMEDABAD, GUJARAT 382240, India (IND)",ALMON HEALTHCARE PRIVATE LIMITED
119215582,"7064 N Hwy 42, Kilgore, Texas (TX) 75662, United States (USA)",Linde Gas & Equipment Inc.
963291132,"37, Cheongwonsandan 5-gil, Mado-myeon, Hwaseong-si,  18543, Korea, South (KOR)","MEGACOS CO., LTD."
127175467,"2231 Venture Drive, Bowling Green, Ohio (OH) 43402, United States (USA)",Premier Pharmaceuticals Mid-America LLC
565277263,"Injectable Manufacturing Unit, Ground Floor, General Block At. Vanseti Village, Po. Taj, Taluka Halol, District Panchmahal, Halol, Gujarat 389 350, India (IND)",BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD.
547283181,"No. 908, Jicheng Road, Jinzhong, Shangxi 030006, China (CHN)","Shanxi Zhendong Anxin Biological Pharmaceutical Co., Ltd."
419283765,"A203, No. 29, Dalang North Road, Xinshi Community, Dalang Street, Longhua District, Shenzhen,  518110, China (CHN)","Shenzhen Yangan Technology Co., Ltd."
119203589,"2140 Old Route 15, New Columbia, Pennsylvania (PA) 17856, United States (USA)",White Deer Feed Mill
119241112,"3525 N. Regal Street, Spokane, Washington (WA) 99207, United States (USA)",Jubilant HollisterStier LLC
