ndc_code,proprietary_name,drug_dosage,drug_strength,ndc_id,drug_id,manufacturer_name
0641-6020-10,"Duramorph (Morphine Sulfate Injection, Usp)",Injection,.5 mg/1 mL,11680,533,"Hikma Pharmaceuticals USA, Inc."
0641-6020-10,"Duramorph (Morphine Sulfate Injection, Usp)",Injection,.5 mg/1 mL,11681,492,"Hikma Pharmaceuticals USA, Inc."
0641-6020-10,"Duramorph (Morphine Sulfate Injection, Usp)",Injection,.5 mg/1 mL,11682,483,"Hikma Pharmaceuticals USA, Inc."
0641-6020-10,"Duramorph (Morphine Sulfate Injection, Usp)",Injection,.5 mg/1 mL,11683,382,"Hikma Pharmaceuticals USA, Inc."
0641-6020-10,"Duramorph (Morphine Sulfate Injection, Usp)",Injection,.5 mg/1 mL,11684,335,"Hikma Pharmaceuticals USA, Inc."
0641-6020-10,"Duramorph (Morphine Sulfate Injection, Usp)",Injection,.5 mg/1 mL,11685,285,"Hikma Pharmaceuticals USA, Inc."
0641-6020-10,"Duramorph (Morphine Sulfate Injection, Usp)",Injection,.5 mg/1 mL,11686,230,"Hikma Pharmaceuticals USA, Inc."
0641-6020-10,"Duramorph (Morphine Sulfate Injection, Usp)",Injection,.5 mg/1 mL,11687,77,"Hikma Pharmaceuticals USA, Inc."
0641-6020-10,"Duramorph (Morphine Sulfate Injection, Usp)",Injection,.5 mg/1 mL,11688,62,"Hikma Pharmaceuticals USA, Inc."
62037-560-05,Potassium Chloride,"Capsule, Extended Release",750 mg,11689,199,"Teva Pharmaceuticals USA, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11690,620,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11691,583,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11692,543,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11693,493,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11694,480,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11695,402,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11696,319,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11697,311,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11698,304,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11699,292,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11700,282,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11701,270,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11702,269,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11703,266,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11704,259,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11705,245,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11706,241,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11707,231,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11708,227,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11709,194,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11710,141,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11711,133,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11712,121,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11713,108,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11714,28,"ICU Medical, Inc."
0990-7983-02,Sodium Chloride 0.9% In Plastic Container,Injection,900 mg/100 mL,11715,20,"ICU Medical, Inc."
50742-447-45,Carboplatin,Injection,450 mg/45 mL,11716,615,Ingenus Pharmaceuticals LLC
50742-447-45,Carboplatin,Injection,450 mg/45 mL,11717,595,Ingenus Pharmaceuticals LLC
50742-447-45,Carboplatin,Injection,450 mg/45 mL,11718,584,Ingenus Pharmaceuticals LLC
50742-447-45,Carboplatin,Injection,450 mg/45 mL,11719,372,Ingenus Pharmaceuticals LLC
50742-447-45,Carboplatin,Injection,450 mg/45 mL,11720,361,Ingenus Pharmaceuticals LLC
50742-447-45,Carboplatin,Injection,450 mg/45 mL,11721,317,Ingenus Pharmaceuticals LLC
50742-447-45,Carboplatin,Injection,450 mg/45 mL,11722,312,Ingenus Pharmaceuticals LLC
50742-447-45,Carboplatin,Injection,450 mg/45 mL,11723,279,Ingenus Pharmaceuticals LLC
50742-447-45,Carboplatin,Injection,450 mg/45 mL,11724,128,Ingenus Pharmaceuticals LLC
50742-447-45,Carboplatin,Injection,450 mg/45 mL,11725,100,Ingenus Pharmaceuticals LLC
50742-447-45,Carboplatin,Injection,450 mg/45 mL,11726,35,Ingenus Pharmaceuticals LLC
16571-600-96,Cromolyn Sodium,Concentrate,100 mg/5 mL,11727,646,"Rising Pharma Holdings, Inc."
16571-600-96,Cromolyn Sodium,Concentrate,100 mg/5 mL,11728,439,"Rising Pharma Holdings, Inc."
16571-600-96,Cromolyn Sodium,Concentrate,100 mg/5 mL,11729,436,"Rising Pharma Holdings, Inc."
16571-600-96,Cromolyn Sodium,Concentrate,100 mg/5 mL,11730,203,"Rising Pharma Holdings, Inc."
16571-600-96,Cromolyn Sodium,Concentrate,100 mg/5 mL,11731,53,"Rising Pharma Holdings, Inc."
45963-567-30,Ezetimibe And Simvastatin,Tablet,10 mg; 40 mg,11732,188,"Teva Pharmaceuticals USA, Inc."
59310-812-06,Airduo Respiclick,Powder,113 ug; 14 ug,11733,314,"Teva Pharmaceuticals USA, Inc."
0143-9508-10,Ketamine Hydrochloride,Injection,50 mg/1 mL,11734,440,"Hikma Pharmaceuticals USA, Inc."
0409-2308-02,Midazolam Hydrochloride Preservative Free,Injection,10 mg/2 mL (5 mg/mL),11735,645,"Hospira, Inc., a Pfizer Company"
0409-2308-02,Midazolam Hydrochloride Preservative Free,Injection,10 mg/2 mL (5 mg/mL),11736,598,"Hospira, Inc., a Pfizer Company"
0409-2308-02,Midazolam Hydrochloride Preservative Free,Injection,10 mg/2 mL (5 mg/mL),11737,597,"Hospira, Inc., a Pfizer Company"
0409-2308-02,Midazolam Hydrochloride Preservative Free,Injection,10 mg/2 mL (5 mg/mL),11738,596,"Hospira, Inc., a Pfizer Company"
0409-2308-02,Midazolam Hydrochloride Preservative Free,Injection,10 mg/2 mL (5 mg/mL),11739,582,"Hospira, Inc., a Pfizer Company"
0409-2308-02,Midazolam Hydrochloride Preservative Free,Injection,10 mg/2 mL (5 mg/mL),11740,522,"Hospira, Inc., a Pfizer Company"
0409-2308-02,Midazolam Hydrochloride Preservative Free,Injection,10 mg/2 mL (5 mg/mL),11741,477,"Hospira, Inc., a Pfizer Company"
0409-2308-02,Midazolam Hydrochloride Preservative Free,Injection,10 mg/2 mL (5 mg/mL),11742,426,"Hospira, Inc., a Pfizer Company"
0409-2308-02,Midazolam Hydrochloride Preservative Free,Injection,10 mg/2 mL (5 mg/mL),11743,228,"Hospira, Inc., a Pfizer Company"
0409-2308-02,Midazolam Hydrochloride Preservative Free,Injection,10 mg/2 mL (5 mg/mL),11744,161,"Hospira, Inc., a Pfizer Company"
0409-2308-02,Midazolam Hydrochloride Preservative Free,Injection,10 mg/2 mL (5 mg/mL),11745,102,"Hospira, Inc., a Pfizer Company"
62756-129-45,Pantoprazole Sodium,Injection,40 mg/10 mL,11746,338,Sun Pharmaceutical Industries Limited
82154-0451-4,Pegasys,Injection,180 ug/.5 mL,11747,127,Pharmaand GmbH (pharma&)
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11748,620,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11749,583,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11750,543,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11751,493,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11752,480,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11753,402,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11754,319,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11755,311,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11756,304,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11757,292,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11758,282,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11759,270,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11760,269,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11761,266,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11762,259,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11763,245,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11764,241,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11765,231,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11766,227,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11767,194,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11768,141,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11769,133,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11770,121,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11771,108,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11772,28,"Hospira, Inc., a Pfizer Company"
0409-1966-07,Bacteriostatic Sodium Chloride 0.9% In Plastic Container,Injection,9% (9 mg/1 mL),11773,20,"Hospira, Inc., a Pfizer Company"
0264-7510-00,Dextrose Monohydrate 5%,Injection,5 g/100 mL,11774,643,B. Braun Medical Inc.
0264-7510-00,Dextrose Monohydrate 5%,Injection,5 g/100 mL,11775,637,B. Braun Medical Inc.
0264-7510-00,Dextrose Monohydrate 5%,Injection,5 g/100 mL,11776,423,B. Braun Medical Inc.
0264-7510-00,Dextrose Monohydrate 5%,Injection,5 g/100 mL,11777,395,B. Braun Medical Inc.
0264-7510-00,Dextrose Monohydrate 5%,Injection,5 g/100 mL,11778,253,B. Braun Medical Inc.
0264-7510-00,Dextrose Monohydrate 5%,Injection,5 g/100 mL,11779,84,B. Braun Medical Inc.
0832-7124-11,Divalproex Sodium,"Tablet, Delayed Release",500 mg,11780,627,"Upsher-Smith Laboratories, LLC"
66259-936-25,Spy Agent Green Kit,Injection,25 mg,11781,155,Novadaq Technologies
66259-936-25,Spy Agent Green Kit,Injection,25 mg,11782,139,Novadaq Technologies
70436-116-82,Leucovorin Calcium,Injection,50 mg,11783,618,Slate Run Pharmaceuticals
70436-116-82,Leucovorin Calcium,Injection,50 mg,11784,571,Slate Run Pharmaceuticals
70436-116-82,Leucovorin Calcium,Injection,50 mg,11785,404,Slate Run Pharmaceuticals
70436-116-82,Leucovorin Calcium,Injection,50 mg,11786,401,Slate Run Pharmaceuticals
70436-116-82,Leucovorin Calcium,Injection,50 mg,11787,278,Slate Run Pharmaceuticals
70436-116-82,Leucovorin Calcium,Injection,50 mg,11788,222,Slate Run Pharmaceuticals
70436-116-82,Leucovorin Calcium,Injection,50 mg,11789,184,Slate Run Pharmaceuticals
0009-0280-52,Depo-Medrol,Injection,40 mg/1 mL,11790,491,Pfizer Inc.
0009-0280-52,Depo-Medrol,Injection,40 mg/1 mL,11791,418,Pfizer Inc.
0009-0280-52,Depo-Medrol,Injection,40 mg/1 mL,11792,333,Pfizer Inc.
0009-0280-52,Depo-Medrol,Injection,40 mg/1 mL,11793,301,Pfizer Inc.
0009-0280-52,Depo-Medrol,Injection,40 mg/1 mL,11794,164,Pfizer Inc.
0009-0280-52,Depo-Medrol,Injection,40 mg/1 mL,11795,76,Pfizer Inc.
0009-0280-52,Depo-Medrol,Injection,40 mg/1 mL,11796,61,Pfizer Inc.
0409-1896-20,Morphine Sulfate,Injection,50 mg/1 mL,11797,577,"Hospira, Inc., a Pfizer Company"
0409-1896-20,Morphine Sulfate,Injection,50 mg/1 mL,11798,574,"Hospira, Inc., a Pfizer Company"
0409-1896-20,Morphine Sulfate,Injection,50 mg/1 mL,11799,556,"Hospira, Inc., a Pfizer Company"
0409-1896-20,Morphine Sulfate,Injection,50 mg/1 mL,11800,533,"Hospira, Inc., a Pfizer Company"
0409-1896-20,Morphine Sulfate,Injection,50 mg/1 mL,11801,492,"Hospira, Inc., a Pfizer Company"
0409-1896-20,Morphine Sulfate,Injection,50 mg/1 mL,11802,483,"Hospira, Inc., a Pfizer Company"
0409-1896-20,Morphine Sulfate,Injection,50 mg/1 mL,11803,382,"Hospira, Inc., a Pfizer Company"
0409-1896-20,Morphine Sulfate,Injection,50 mg/1 mL,11804,335,"Hospira, Inc., a Pfizer Company"
0409-1896-20,Morphine Sulfate,Injection,50 mg/1 mL,11805,285,"Hospira, Inc., a Pfizer Company"
0409-1896-20,Morphine Sulfate,Injection,50 mg/1 mL,11806,230,"Hospira, Inc., a Pfizer Company"
0409-1896-20,Morphine Sulfate,Injection,50 mg/1 mL,11807,77,"Hospira, Inc., a Pfizer Company"
0409-1896-20,Morphine Sulfate,Injection,50 mg/1 mL,11808,62,"Hospira, Inc., a Pfizer Company"
46163-206-94,Peritoneal Dialysis,Solution,SEE ATTACHED DOCUMENT,11809,565,Fresenius Medical Care North America
46163-206-94,Peritoneal Dialysis,Solution,SEE ATTACHED DOCUMENT,11810,504,Fresenius Medical Care North America
0013-2653-02,Genotropin,Injection,1.0 mg preservative free,11811,528,Pfizer Inc.
0013-2653-02,Genotropin,Injection,1.0 mg preservative free,11812,459,Pfizer Inc.
0013-2653-02,Genotropin,Injection,1.0 mg preservative free,11813,451,Pfizer Inc.
0013-2653-02,Genotropin,Injection,1.0 mg preservative free,11814,384,Pfizer Inc.
0013-2653-02,Genotropin,Injection,1.0 mg preservative free,11815,211,Pfizer Inc.
0013-2653-02,Genotropin,Injection,1.0 mg preservative free,11816,83,Pfizer Inc.
0002-3227-30,Strattera,Capsule,10 mg,11817,594,Eli Lilly and Co.
76329-3340-1,Atropine Sulfate,Injection,.1 mg/1 mL,11818,612,"Amphastar Pharmaceuticals, Inc."
76329-3340-1,Atropine Sulfate,Injection,.1 mg/1 mL,11819,573,"Amphastar Pharmaceuticals, Inc."
76329-3340-1,Atropine Sulfate,Injection,.1 mg/1 mL,11820,513,"Amphastar Pharmaceuticals, Inc."
76329-3340-1,Atropine Sulfate,Injection,.1 mg/1 mL,11821,421,"Amphastar Pharmaceuticals, Inc."
76329-3340-1,Atropine Sulfate,Injection,.1 mg/1 mL,11822,345,"Amphastar Pharmaceuticals, Inc."
76329-3340-1,Atropine Sulfate,Injection,.1 mg/1 mL,11823,330,"Amphastar Pharmaceuticals, Inc."
76329-3340-1,Atropine Sulfate,Injection,.1 mg/1 mL,11824,296,"Amphastar Pharmaceuticals, Inc."
76329-3340-1,Atropine Sulfate,Injection,.1 mg/1 mL,11825,232,"Amphastar Pharmaceuticals, Inc."
76329-3340-1,Atropine Sulfate,Injection,.1 mg/1 mL,11826,157,"Amphastar Pharmaceuticals, Inc."
76329-3340-1,Atropine Sulfate,Injection,.1 mg/1 mL,11827,104,"Amphastar Pharmaceuticals, Inc."
76329-3340-1,Atropine Sulfate,Injection,.1 mg/1 mL,11828,94,"Amphastar Pharmaceuticals, Inc."
76329-3340-1,Atropine Sulfate,Injection,.1 mg/1 mL,11829,25,"Amphastar Pharmaceuticals, Inc."
0409-0332-20,Bleomycin Sulfate,Injection,15 [USP'U],11830,134,"Hospira, Inc., a Pfizer Company"
16729-295-34,Carboplatin,Injection,10 mg/1 mL,11831,615,Accord Healthcare Inc.
16729-295-34,Carboplatin,Injection,10 mg/1 mL,11832,595,Accord Healthcare Inc.
16729-295-34,Carboplatin,Injection,10 mg/1 mL,11833,584,Accord Healthcare Inc.
16729-295-34,Carboplatin,Injection,10 mg/1 mL,11834,372,Accord Healthcare Inc.
16729-295-34,Carboplatin,Injection,10 mg/1 mL,11835,361,Accord Healthcare Inc.
16729-295-34,Carboplatin,Injection,10 mg/1 mL,11836,317,Accord Healthcare Inc.
16729-295-34,Carboplatin,Injection,10 mg/1 mL,11837,312,Accord Healthcare Inc.
16729-295-34,Carboplatin,Injection,10 mg/1 mL,11838,279,Accord Healthcare Inc.
16729-295-34,Carboplatin,Injection,10 mg/1 mL,11839,128,Accord Healthcare Inc.
16729-295-34,Carboplatin,Injection,10 mg/1 mL,11840,100,Accord Healthcare Inc.
16729-295-34,Carboplatin,Injection,10 mg/1 mL,11841,35,Accord Healthcare Inc.
0143-9209-10,"Chloroprocaine Hcl Injection, Usp",Injection,20 mg/1 mL,11842,334,"Hikma Pharmaceuticals USA, Inc."
16729-136-00,Clonazepam,Tablet,.5 mg,11843,438,Accord Healthcare Inc.
16729-136-00,Clonazepam,Tablet,.5 mg,11844,381,Accord Healthcare Inc.
16729-136-00,Clonazepam,Tablet,.5 mg,11845,346,Accord Healthcare Inc.
16729-136-00,Clonazepam,Tablet,.5 mg,11846,213,Accord Healthcare Inc.
16729-136-00,Clonazepam,Tablet,.5 mg,11847,52,Accord Healthcare Inc.
0093-0832-01,Clonazepam,Tablet,.5 mg,11848,438,"Teva Pharmaceuticals USA, Inc."
0093-0832-01,Clonazepam,Tablet,.5 mg,11849,381,"Teva Pharmaceuticals USA, Inc."
0093-0832-01,Clonazepam,Tablet,.5 mg,11850,346,"Teva Pharmaceuticals USA, Inc."
0093-0832-01,Clonazepam,Tablet,.5 mg,11851,213,"Teva Pharmaceuticals USA, Inc."
0093-0832-01,Clonazepam,Tablet,.5 mg,11852,52,"Teva Pharmaceuticals USA, Inc."
55150-209-02,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,11853,607,Eugia US LLC
55150-209-02,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,11854,525,Eugia US LLC
55150-209-02,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,11855,508,Eugia US LLC
55150-209-02,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,11856,482,Eugia US LLC
55150-209-02,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,11857,455,Eugia US LLC
55150-209-02,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,11858,443,Eugia US LLC
55150-209-02,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,11859,422,Eugia US LLC
55150-209-02,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,11860,407,Eugia US LLC
55150-209-02,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,11861,248,Eugia US LLC
55150-209-02,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,11862,205,Eugia US LLC
55150-209-02,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,11863,168,Eugia US LLC
55150-209-02,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,11864,163,Eugia US LLC
55150-209-02,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,11865,159,Eugia US LLC
55150-209-02,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,11866,158,Eugia US LLC
55150-209-02,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,11867,90,Eugia US LLC
55150-209-02,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,11868,57,Eugia US LLC
55150-209-02,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,11869,39,Eugia US LLC
55150-209-02,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,11870,30,Eugia US LLC
0409-4277-02,Lidocaine Hydrochloride In Plastic Container,Injection,"1,000 mg/50 mL (2%; 20 mg/mL)",11871,600,"Hospira, Inc., a Pfizer Company"
0409-4277-02,Lidocaine Hydrochloride In Plastic Container,Injection,"1,000 mg/50 mL (2%; 20 mg/mL)",11872,510,"Hospira, Inc., a Pfizer Company"
0409-4277-02,Lidocaine Hydrochloride In Plastic Container,Injection,"1,000 mg/50 mL (2%; 20 mg/mL)",11873,468,"Hospira, Inc., a Pfizer Company"
0409-4277-02,Lidocaine Hydrochloride In Plastic Container,Injection,"1,000 mg/50 mL (2%; 20 mg/mL)",11874,463,"Hospira, Inc., a Pfizer Company"
0409-4277-02,Lidocaine Hydrochloride In Plastic Container,Injection,"1,000 mg/50 mL (2%; 20 mg/mL)",11875,457,"Hospira, Inc., a Pfizer Company"
0409-4277-02,Lidocaine Hydrochloride In Plastic Container,Injection,"1,000 mg/50 mL (2%; 20 mg/mL)",11876,441,"Hospira, Inc., a Pfizer Company"
0409-4277-02,Lidocaine Hydrochloride In Plastic Container,Injection,"1,000 mg/50 mL (2%; 20 mg/mL)",11877,300,"Hospira, Inc., a Pfizer Company"
0409-4277-02,Lidocaine Hydrochloride In Plastic Container,Injection,"1,000 mg/50 mL (2%; 20 mg/mL)",11878,289,"Hospira, Inc., a Pfizer Company"
0409-4277-02,Lidocaine Hydrochloride In Plastic Container,Injection,"1,000 mg/50 mL (2%; 20 mg/mL)",11879,152,"Hospira, Inc., a Pfizer Company"
0409-4277-02,Lidocaine Hydrochloride In Plastic Container,Injection,"1,000 mg/50 mL (2%; 20 mg/mL)",11880,111,"Hospira, Inc., a Pfizer Company"
0409-4277-02,Lidocaine Hydrochloride In Plastic Container,Injection,"1,000 mg/50 mL (2%; 20 mg/mL)",11881,80,"Hospira, Inc., a Pfizer Company"
0409-4277-02,Lidocaine Hydrochloride In Plastic Container,Injection,"1,000 mg/50 mL (2%; 20 mg/mL)",11882,79,"Hospira, Inc., a Pfizer Company"
0409-4277-02,Lidocaine Hydrochloride In Plastic Container,Injection,"1,000 mg/50 mL (2%; 20 mg/mL)",11883,72,"Hospira, Inc., a Pfizer Company"
0409-4277-02,Lidocaine Hydrochloride In Plastic Container,Injection,"1,000 mg/50 mL (2%; 20 mg/mL)",11884,71,"Hospira, Inc., a Pfizer Company"
0409-4277-02,Lidocaine Hydrochloride In Plastic Container,Injection,"1,000 mg/50 mL (2%; 20 mg/mL)",11885,40,"Hospira, Inc., a Pfizer Company"
0409-4277-02,Lidocaine Hydrochloride In Plastic Container,Injection,"1,000 mg/50 mL (2%; 20 mg/mL)",11886,19,"Hospira, Inc., a Pfizer Company"
68180-659-06,Rifampin,Capsule,300 mg,11887,593,"Lupin Pharmaceuticals, Inc."
68180-659-06,Rifampin,Capsule,300 mg,11888,554,"Lupin Pharmaceuticals, Inc."
68180-659-06,Rifampin,Capsule,300 mg,11889,369,"Lupin Pharmaceuticals, Inc."
0019-1188-81,Sodium Chloride 0.9% In Plastic Container,Injection,.9 mg/1 mL,11890,620,Guerbet LLC
0019-1188-81,Sodium Chloride 0.9% In Plastic Container,Injection,.9 mg/1 mL,11891,583,Guerbet LLC
0019-1188-81,Sodium Chloride 0.9% In Plastic Container,Injection,.9 mg/1 mL,11892,543,Guerbet LLC
0019-1188-81,Sodium Chloride 0.9% In Plastic Container,Injection,.9 mg/1 mL,11893,493,Guerbet LLC
0019-1188-81,Sodium Chloride 0.9% In Plastic Container,Injection,.9 mg/1 mL,11894,480,Guerbet LLC
0019-1188-81,Sodium Chloride 0.9% In Plastic Container,Injection,.9 mg/1 mL,11895,402,Guerbet LLC
0019-1188-81,Sodium Chloride 0.9% In Plastic Container,Injection,.9 mg/1 mL,11896,319,Guerbet LLC
0019-1188-81,Sodium Chloride 0.9% In Plastic Container,Injection,.9 mg/1 mL,11897,311,Guerbet LLC
0019-1188-81,Sodium Chloride 0.9% In Plastic Container,Injection,.9 mg/1 mL,11898,304,Guerbet LLC
0019-1188-81,Sodium Chloride 0.9% In Plastic Container,Injection,.9 mg/1 mL,11899,292,Guerbet LLC
0019-1188-81,Sodium Chloride 0.9% In Plastic Container,Injection,.9 mg/1 mL,11900,282,Guerbet LLC
0019-1188-81,Sodium Chloride 0.9% In Plastic Container,Injection,.9 mg/1 mL,11901,270,Guerbet LLC
0019-1188-81,Sodium Chloride 0.9% In Plastic Container,Injection,.9 mg/1 mL,11902,269,Guerbet LLC
0019-1188-81,Sodium Chloride 0.9% In Plastic Container,Injection,.9 mg/1 mL,11903,266,Guerbet LLC
0019-1188-81,Sodium Chloride 0.9% In Plastic Container,Injection,.9 mg/1 mL,11904,259,Guerbet LLC
0019-1188-81,Sodium Chloride 0.9% In Plastic Container,Injection,.9 mg/1 mL,11905,245,Guerbet LLC
0019-1188-81,Sodium Chloride 0.9% In Plastic Container,Injection,.9 mg/1 mL,11906,241,Guerbet LLC
0019-1188-81,Sodium Chloride 0.9% In Plastic Container,Injection,.9 mg/1 mL,11907,231,Guerbet LLC
0019-1188-81,Sodium Chloride 0.9% In Plastic Container,Injection,.9 mg/1 mL,11908,227,Guerbet LLC
0019-1188-81,Sodium Chloride 0.9% In Plastic Container,Injection,.9 mg/1 mL,11909,194,Guerbet LLC
