duns_number,firm_name,address
802860515,Taka USA Inc. dba Cosmetic Innovations,"925 Freeport Pkwy, Suite #100, Coppell, Texas (TX) 75019, United States (USA)"
888854531,Fresenius Kabi Horatev CZ s.r.o.,"Hořátev 104, Hořátev, Hořátev 28913, Czech Republic (CZE)"
548235031,Henan Lvyuan Pharmaceutical Company Limited,"Industrial Park, Qiliying Town, Xinxiang County, Xinxiang County, Henan Province 453731, China (CHN)"
207595922,Pacific Rim Laboratories Inc,"19575 55A Ave Unit 103, Surrey, BRITISH COLUMBIA V3S 8P8, Canada (CAN)"
268155718,CENEXI HSC,"2 Rue Louis Pasteur, Herouville-Saint-Clair,  14200, France (FRA)"
202663050,QuantiPharm Inc,"3181 Delaunay bureau Suite 201, Laval, QC H7L 5A4, Canada (CAN)"
045859788,"Global Pharm Distribution, LLC.","13884 Harbor Blvd, Suite 7C, Garden Grove, California (CA) 92843, United States (USA)"
871337488,Siddharth Carbochem Products Limited,"E-3, Industrial Estate Ajantha Road,, Jalgaon, Maharashtra 425003, India (IND)"
342716819,Wessling GmbH,"Johann-Krane-Weg 42, Münster, NRW 48149, Germany (DEU)"
675488649,Novitium Labs Private Limited,"Module 20, SIDCO MultiStoreyed Complex SIDCO IndEst, Thirumazhisai, Chennai, TN 600124, India (IND)"
466966757,"KINSY, S.L.","AVENIDA DE EUROPA (PQ. INDUSTRIAL DE ALHAMA), S/N, Alhama de Murcia,  30840, Spain (ESP)"
688164213,Office of Academy and Industry Collaboration GNU,"501, Jinju-daero, Jinju,  52828, Korea, South (KOR)"
543429840,"Taizhou Kangping Medical Science And Technology Co., Ltd.","Building 3, No 27, Tai'an road, Hailing Industrial Park,, Taizhou City, Jiangsu 225300, China (CHN)"
044649124,"Innogenix, LLC.","8200 New Horizons Blvd, Amityville, New York (NY) 11701, United States (USA)"
689852052,"Unimed Pharmaceuticals, Inc.","132 Osongsaengmyeong 6-ro, Osong-eup, Heungdeok-gu, Cheongju, Chungbuk 28158, Korea, South (KOR)"
554443778,Ningxia Hengkang Technology Co Ltd,"East Road of Hongsheng, Biotech Park of Yinchuan, Yinchuan City, Ningxia, China, Yinchuan, Ningxia 750205, China (CHN)"
645814547,Novamed Healthcare Private Limited,"28-Km, Ferozepur Road,, Lahore,  54000, Pakistan (PAK)"
841185296,AMPAC Fine Chemicals LLC,"1100 Windfield Way, El Dorado Hills, California (CA) 95762, United States (USA)"
528185508,"Linhai Tianyu Pharmaceutical Co., Ltd.","No.15, Donghai 5th Avenue, Zhejiang Provincial Chemical and Medical Raw Materials Base Linhai Zone, Taizhou, Zhejiang 317016, China (CHN)"
688825256,Medytox Inc.,"78, Gangni-1gil, Ochang-eup, Cheongwon-gu, Cheongju-si, Chungcheongbuk-do 28126, Korea, South (KOR)"
545352844,"Nenter&Co.,Inc","No. 118 Shenzhen Avenue, Jingzhou Development Zone, Jingzhou, Hubei 434000, China (CHN)"
695103367,"CNP KOREA Co.,Ltd","26 Namdongdong-ro 93beon-gil, Namdong-gu, Incheon,  21694, Korea, South (KOR)"
506915691,BOEHRINGER INGELHEIM HELLAS SINGLE MEMBER S.A.,"5th km Paiania – Markopoulo, Koropi,  19441, Greece (GRC)"
854271049,STALLION LABORATORIES PRIVATE LIMITED,"Gallops Industrial Park-II , Plot No.: D-4,5,6,17,18,19, Sarkhej- Bavla Road, Ahmedabad, Gujarat 382110, India (IND)"
731655606,The ACME Laboratories Ltd.,"Dhulivita, Dhamrai, Dhaka, NA 1350, Bangladesh (BGD)"
831996405,"AIRGAS USA, LLC","6510 Arctic Spur Rd, Anchorage, Alaska (AK) 99518-1546, United States (USA)"
655993221,Novartis d.o.o.,"Verovskova ulica 57, Ljubljana,  1000, Slovenia (SVN)"
080449542,MCCM USA INC,"16192 COASTAL HIGHWAY, LEWES, Delaware (DE) 19958, United States (USA)"
527929928,"Jiangxi Sanyuan Pharmaceutical Co., Ltd.","Yanhua Industrial City, Dayangzhou,Xin'gan County, Ji'an, Jiangxi 331399, China (CHN)"
080543748,Northwest Respiratory Services,"3090 Gabel Road Unit 3, Billings, Montana (MT) 59102, United States (USA)"
080543900,Northwest Respiratory Services,"3971 Mt Highway 35, Kalispell, Montana (MT) 59901, United States (USA)"
084462152,Focus Medical Gases LLC,"12928 Jacobson Road, Manor, Texas (TX) 78653, United States (USA)"
081359869,"Airgas Usa, Llc","3116 Quebec St, Dallas, Texas (TX) 75247-6704, United States (USA)"
067692292,"CC Wellness, LLC","29000 Hancock, Valencia, California (CA) 91355, United States (USA)"
231946871,Cormica Bradford Limited,"Unit 69, Listerhills Science Park, Campus Road, Bradford, West Yorkshire BD7 1HR, United Kingdom (GBR)"
548120189,"Guangzhou Jianyuan Biological Technology Co., Ltd.","404, Floor 4, Ganhu Industrial Village (workshop), Industrial Processing Zone, Xintang Town, Zengcheng District, Guangzhou, Guangdong 511430, China (CHN)"
560431331,"Hunan Warrant Chiral Pharmaceutical Co., Ltd.","No. 139, Tongguan Avenue, Tongguan Circular Economy Industrial Park, Wangcheng District,, Changsha, Hunan 410203, China (CHN)"
011002088,"Jouer Cosmetics, LLC","19801 Nordhoff Pl Ste 111, Chatsworth, California (CA) 91311, United States (USA)"
221040336,Roslin Cell Therapies Limited,"Edinburgh Bioquarter, 9 Little France Road, Edinburgh, Midlothian EH16 4UX, United Kingdom (GBR)"
080716114,"Brammer Bio MA, LLC","250 Binney Street, Cambridge, Massachusetts (MA) 02142, United States (USA)"
080610313,Ionetix Corporation,"1950 S Tamiami Trail, Sarasota, Florida (FL) 34239-3603, United States (USA)"
081509538,"Penn Life Sciences, LLC","38 Cabot Blvd. E.,, Langhorne, Pennsylvania (PA) 19047, United States (USA)"
080070945,"Protect U Guard, LLC","8416 Laurel Fair Circle Suite 104, Tampa, Florida (FL) 33610, United States (USA)"
546195384,"SHANDONG HENGFA HYGIENIC PRODUCTS CO., LTD.","Fengyang Village, Jinhaozhuang Town, Linqing City, Liaocheng, SHANDONG 252654, China (CHN)"
985601361,MALLINCKRODT PHARMACEUTICALS IRELAND LIMITED,"COLLEGE BUSINESS & TECHNOLOGY PARK CRUISERATH ROAD, BLANCHARDSTOWN,  D15 TX2V, Ireland (IRL)"
560218514,"Evive Biopharmaceutical (Beijing), Ltd.","Building 3, No. 99 Kechuang 14th Street, BDA, Beijing,  100176, China (CHN)"
561009898,"Jiangsu Xidi Pharmaceuticals Co., Ltd","No.3 Jiangfeng Road, Life and Health Industrial Park,, Qidong, Jiangsu 226200, China (CHN)"
557821942,Geumseong TK,"132-6 Surihol-ro 1584beon-gil, Beobwon-eup, Paju,  10806, Korea, South (KOR)"
080630748,"AACE PHARMACEUTICALS, INC.","15 GARDNER ROAD, FAIRFIELD, New Jersey (NJ) 07004, United States (USA)"
080526108,AndersonBrecon Inc.,"5775 Logistics Parkway, Rockford, Illinois (IL) 61109, United States (USA)"
677389733,ARENE LIFE SCIENCES PRIVATE LIMITED,"Unit-1, 48, 49, 50, 209, 210 & 211 Phase II, I D A Pashamylaram, Sangareddy, Sangareddy, Telangana 502307, India (IND)"
080685161,"Cobb-Vantress, LLC","84 Woodyard Road, Joanna, South Carolina (SC) 29351, United States (USA)"
855534598,SBL PRIVATE LIMITED,"PLOT NO 3 SECTOR-12, IIE, SIDCUL, RANIPUR, Haridwar, UT 249403, India (IND)"
876818924,Sbl (india) Private Limited,"533, Sitapura Industrial Area, Jaipur,  302022, India (IND)"
919235465,SBL PRIVATE LIMITED,"SBL House, 2, Commercial Complex Shrestha Vihar,East Delhi, Delhi,  110092, India (IND)"
080634966,Ineos Pigments ASU LLC,"2501 Middle Rd, Ashtabula, Ohio (OH) 44004-3917, United States (USA)"
876817087,KALINTIS HEALTHCARE PRIVATE LIMITED,"52A, JAROD SAMLAYA ROAD PO GARDHIYA, TALUKA - SAVLI, Vadodara, Gujarat 391520, India (IND)"
080616904,"AIRGAS USA, LLC","1675 Holt Rd Ne, Tuscaloosa, Alabama (AL) 35404-1093, United States (USA)"
876517632,Linde Gas & Equipment Inc.,"80 Industrial Rd, Alpha, New Jersey (NJ) 08865-4083, United States (USA)"
831504621,"TG Labs, Inc.","7318 S Revere Pkwy Ste B5, Centennial, Colorado (CO) 80112, United States (USA)"
826400629,"Nanoimaging Services, Inc.","4940 Carroll Canyon Rd., Suite 115, San Diego, California (CA) 92121, United States (USA)"
659604370,Pacific Medical Industries Ltd,"#209,210,211 Kannar Street Dagon Seik Kan Township, Yangon, Yangon 11431, Burma (MMR)"
442723729,Bomi Italia SPA,"Via SP103 13, Pozzuolo Martesana, Milan 20060, Italy (ITA)"
650984565,Analys Lab Private Limited,"Plot No.47, 4th Floor, I.D.A., Balanagar village, Balanagar Mandal, Medchal-Malkajgiri, Telangana 500037, India (IND)"
871401859,Analys Lab Private Limited,"Sy. No. 71/1, 71/2, 71/6 & 71/11, Lankelapalem, Parawada Mandal,, Anakapalli, Andhra Pradesh 531021, India (IND)"
025964216,"Pharmin USA, LLC","24290 El Pilar, Laguna Niguel, California (CA) 92677, United States (USA)"
021814762,"Krystal Biotech, Inc.","2100 Wharton Street, Suite 701, Pittsburgh, Pennsylvania (PA) 15203, United States (USA)"
090687742,"LFB USA, Inc.","87 New Spencer Rd, Charlton, Massachusetts (MA) 01507, United States (USA)"
080698078,"Ivy Animal Health, Inc.","10850 Lakeview Ave., Lenexa, Kansas (KS) 66219, United States (USA)"
551073413,"SHENZHEN BENLIJU BIO-TECH CO.,LTD","Factory Building 303, Qihong Pinshun Industrial Park, No. 105 Pinshun Road, Guixiang Community, Guanlan Street, Longhua District, Shenzhen, Guangdong 518000, China (CHN)"
341264040,Ryma-Pharm GmbH,"An der Eiche 14, Korle, Hessen 34327, Germany (DEU)"
080300725,"Argonaut Manufacturing Services, Inc.","2841 Loker Avenue East, Carlsbad, California (CA) 92010, United States (USA)"
080273072,"Takeda Pharmaceuticals U.S.A., Inc.","9450 Winnetka Ave N, Brooklyn Park, Minnesota (MN) 55445, United States (USA)"
872260479,Unexo Life Sciences Private Ltd.,"B16, Sector 4, Bawana Industrial Area, New Delhi,  110039, India (IND)"
689851296,"Daewoong Pharmaceutical Co.,Ltd.","1, Osongsaengmyeong 2-ro, Osong-eup, Heungdeok-gu, Cheongju-si, Chungcheongbuk-do 28162, Korea, South (KOR)"
341901727,Burgwedel Biotech GmbH,"Im Langen Felde 5, Burgwedel,  30938, Germany (DEU)"
554427461,"Kingstar Medical (Xianning) Co., Ltd.","No. 79, Yong'andong Road, Xian'an District, Xianning,  437009, China (CHN)"
078438854,Adaptimmune LLC,"351 Rouse Boulevard, Philadelphia, Pennsylvania (PA) 19112, United States (USA)"
204332899,Mineral Medix Solutions Inc.,"12-100 Leek Cres, Richmond Hill, ontario L4B 3E6, Canada (CAN)"
265402977,EUROFINS AMATSIGROUP SAS,"Chemin de Mazerolles, IDRON,  64320, France (FRA)"
851675237,Aquatonale FZC,"600 M2 Warehouse P6 - 038, Sharjah,  9135, United Arab Emirates (ARE)"
079239259,"Amish Origins Management, LLC","1214 S Flat Road, Worland, Wyoming (WY) 82401, United States (USA)"
449831130,INSTITUTO DE SOLDADURA E QUALIDADE,"AVENIDA PROFESSOR DOUTOR CAVACO SILVA, 33, PORTO SALVO,  2740-120, Portugal (PRT)"
565562764,Kelix bio (Malta) Ltd.,"HHF014 HALFAR INDUSTRIAL ESTATE, HALFAR, BIRZEBBUGIA,  BBG3000, Malta (MLT)"
542893539,"Hangzhou SoliPharma Co., Ltd.","260 6th Ave, Bldg 1, 1st F, Baiyang Subdistrict, Qiantang District, Hangzhou, Zhejiang 310018, China (CHN)"
033235127,"Fresenius USA Manufacturing, Inc","5105 S NATIONAL DR, Knoxville, Tennessee (TN) 37914, United States (USA)"
430803851,Aesica Pharmaceuticals S.r.l.,"Via Praglia 15, Pianezza, Italy 10044, Italy (ITA)"
079789050,Eosera Inc,"5000 South Freeway, Suite 110, Fort Worth, Texas (TX) 76115, United States (USA)"
464460648,Moehs BCN SL,"Calle Zenc (Pol Industrial Aquiberia), 12, Castellbisbal, Barcelona 08755, Spain (ESP)"
080318791,"Key Therapeutics, LLC","232 Market St Bldg K, Flowood, Mississippi (MS) 39232, United States (USA)"
962393872,"AIRGAS USA, LLC","36597 Highway 30, Geismar, Louisiana (LA) 70734-3525, United States (USA)"
544416542,Zhejiang Novus Pharmaceuticals Co. Ltd,"No. 125, Yuezhong Road, Lihai Subdistrict, Yuecheng District, Shaoxing, Zhejiang +86-312366, China (CHN)"
116817470,"Derma Care Research Labs, LLC","440 Fentress Blvd., Daytona Beach, Florida (FL) 32114, United States (USA)"
873673290,ESCIENTIA ADVANCED SCIENCES PRIVATE LIMITED,"Plot No.11, 11A, 12 and 12A, APSEZ, Atchutapuram, Anakapalli, Andhra Pradesh 531011, India (IND)"
681678972,BIOTECHPHARMA BIOTECHNOLOGINES FARMACIJOS CENTRAS UAB,"Mokslininku g. 4, Vilnius,  LT-08412, Lithuania (LTU)"
873738457,ScieGen Pharmaceuticals India Private Limited,"Plot No.70 & 71, Ground Floor, ALEAP Industrial Area, Pragathi Nagar, Hyderabad, Telangana 500090, India (IND)"
461675592,MESOESTETIC PHARMA GROUP SL,"Calle Tecnologia, 25 - BJ, Viladecans, Barcelona 08840, Spain (ESP)"
050257374,United Therapeutics Corporation,"12140 Indian Creek Court, Beltsville, Maryland (MD) 20705, United States (USA)"
871412278,Unichem Laboratories Limited,"Plot No. T-47, Five Star MIDC, Kagal - Hatkanangale, Kolhapur, Maharashtra 416236, India (IND)"
078274105,Health Care Solutions at Home Inc,"149 DEXTER DR, MONROEVILLE, Pennsylvania (PA) 15146, United States (USA)"
544468081,"Zhejiang Changhai Pharmaceuticals Co., Ltd.","188 Mid Zhiyuan Avenue, Binhai New Area, Shaoxing, Zhejiang 312366, China (CHN)"
645085979,Invitron Advanced Analytics Private Limited,"Plot No. 105, Survey No. 342, ALEAP Industrial Estate, Pragathi Nagar Road, Gajularamaram, Hyderabad, Telangana 500090, India (IND)"
650784031,Invitron Advanced Analytics Private Limited,"Plot No. 126, Survey No. 342, ALEAP Industrial Estate, Pragathi Nagar Road, Gajularamaram, Hyderabad, Telangana 500090, India (IND)"
691580994,TERUMO YAMAGUCHI CORPORATION,"3-22, SAYAMA, YAMAGUCHI, YAMAGUCHI 754-0894, Japan (JPN)"
144927378,"M.J. Winston International, Ltd.","555 West Lambert Road Suite O, brea, California (CA) 92821, United States (USA)"
595383265,ALMAC PHARMACEUTICAL SERVICES PTE. LTD.,"9 Changi South Street 3 #03-03, Singapore,  486361, Singapore (SGP)"
832903004,"Lonza Houston, Inc","14905 Kirby Dr, Houston, Texas (TX) 77047, United States (USA)"
675476129,Valens Molecules Private Limited,"Plot No. 24C, APIIC-SEZ De-Notified Area, Atchutapuram, Viskhapatnam, Andhra Pradesh 531011, India (IND)"
675478491,Centaur Pharmaceuticals Private Limited,"Plot no 60, Tuem Industrial Estate, Phase II, Tuem, Pernem, Goa 403512, India (IND)"
560219293,"Shengzhou Kingbird Travel Products Co., Ltd.","No.2, Industry Zone C, Ganlin Town, Shengzhou, Zhejiang 312462, China (CHN)"
544507534,Guangdong Comfort Medical Products Co Ltd,"A26 Three District, Jiangmen Industrial Transfer Industrial Park Enping District, Enping, Guangdong 529400, China (CHN)"
915826505,J P N PHARMA PRIVATE LIMITED,"Plot.no.t - 108/109, M I D C., Tarapur, Boisar, Thane, Maharashtra 401506, India (IND)"
871412155,BIOCON PHARMA LIMITED,"Special Economic Zone, Block F1, Plot No.5, Phase IV, Bommasandra - Jigani Link Road, Bommasandra Post, Bengaluru, Karnataka 560099, India (IND)"
407195558,"Sichuan Jisheng Biopharmaceutical Co., Ltd.","No. 3 Jianye Road, High-Tech Zone, Leshan, Sichuan 614000, China (CHN)"
565622131,Osauhing TBD Pharmatech,"Tiigi tn 61b, Tartu,  50410, Estonia (EST)"
080755233,Olon USA LLC,"7528 Auburn Road, Concord Township, Ohio (OH) 44077, United States (USA)"
650917938,VISION DRUGS PRIVATE LIMITED,"Sy. No.733, Mandollagudem (village), Choutuppal (Mandal),, Yadadri Bhuvanagiri, Telangana 508 252, India (IND)"
699324889,"Pharmaron (Ningbo) Technology Development Co., Ltd.","No.800, Bin-Hai 4th Road, Hangzhou Bay New Zone, Ningbo, Zhejiang 315336, China (CHN)"
675482435,Sionc Pharmaceuticals Private Limited,"Plot No.25 & 25A, Road No. 1, JN Pharma city, Parawada,, Visakhapatnam, Andhra Pradesh 531021, India (IND)"
694720364,Chong Kun Dang Pharmaceutical Corp.,"797-48 Manghyang-ro, Seonggeo-eup, SeoBuk-gu, Cheonan, Korea 31043, Korea, South (KOR)"
080549191,"PETNET SOLUTIONS, INC.","660 1st Avenue, Room 140, New York, New York (NY) 10016, United States (USA)"
520214047,Santonika Uab,"Veiveriu G. 134b, Kaunas,  Lt-44354, Lithuania (LTU)"
860408720,Almelo Pvt. Ltd.,"Survey No: 227, 228 & 136, 137,, Medak, Telangana 502334, India (IND)"
116969985,"KVK-TECH, INC.","100 Campus Drive, Newtown, Pennsylvania (PA) 18940, United States (USA)"
096997515,Oregon Health and Science University,"Mail Code: L104, 3181 SW Sam Jackson Park Rd., Portland, Oregon (OR) 97239, United States (USA)"
985001450,Source Bioscience Ireland Limited,"Units 1 & 2 Riverstown 5 Complex, Riverstown Industrial Estate, TRAMORE, Waterford X91K039IRE, Ireland (IRL)"
079581441,Zyla Life Sciences US LLC,"100 S. Saunders Road, Suite 300, Lake Forest, Illinois (IL) 60045, United States (USA)"
076007996,"Doral Pharmamedics, Inc. D/B/A AG Marin Pharmaceuticals","1730 NW 79 Ave, Doral, Florida (FL) 33126-1111, United States (USA)"
785525387,"GREAT LAKES DAIRY SUPPLY, INC.","6460 S 7 MILE RD, FALMOUTH, Michigan (MI) 49632, United States (USA)"
695951708,"Rebom Co., Ltd.","6 Myeonghaksandanseo-ro, Yeondong-myeon,, Sejong,  30068, Korea, South (KOR)"
560344243,"Levena (Suzhou) Biopharma Co., Ltd.","B8-301, No.218, Xinghu Street, Suzhou Industrial Park, Suzhou, Jiangsu 215123, China (CHN)"
860479936,BioMylz Pvt. Ltd.,"Building No.1, #21-D, 2nd Phase, Peenya Industrial Area, Bengaluru,  560058, India (IND)"
062136637,Pharmablock USA,"800 North Five Points Rd., West Chester, Pennsylvania (PA) 19380, United States (USA)"
618973077,"Trigg Laboratories, Inc.","4220 W. Windmill Ln. Suite #140 Las Vegas NV 89139, Las Vegas, Nevada (NV) 89139, United States (USA)"
500791692,Alvotech Hf,"Saemundargotu 15-19, Reykjavik,  102, Iceland (ISL)"
690104005,"Engle Wood Lab Korea Co., Ltd.","18 Namdong-daero 425beon-gil, Namdong-gu, Incheon,  21629, Korea, South (KOR)"
496882226,EL spol. s r.o.,"Radlinského 1575/17A, Spišská Nová Ves, Košický kraj 052 01, Slovakia (SVK)"
873671928,Zydus Lifesciences Limited,"Survey Nos. 434/6/B and 434/1/K, Vadodara - Halol Highway, Village - Jarod, Taluka - Waghodia, Vadodara, Gujarat 391510, India (IND)"
085704438,"Dynamic Blending Specialists, Inc.","487 E 1750 N, Vineyard, Utah (UT) 84059-8102, United States (USA)"
079386513,scPharmaceuticals Inc.,"25 Mall Road, Suite 203, Burligton, Massachusetts (MA) 01803, United States (USA)"
544452934,"Hunan Xiangyikang Pharmaceutical Co., Ltd.","Datonghu District, Yiyang, Hunan Province, P.R.C. 410331, China (CHN)"
688438425,"Small Lab Co., Ltd.","243-15, Techno jungang-ro, Yuseong-gu, Daejeon,  34027, Korea, South (KOR)"
544452690,"Tianjin Pharmaceutical Innovation Co., Ltd.","Lianmeng Industrial Park,Hongqi Road,Binhai New Area Dagang, Tianjin, Tianjin 300453, China (CHN)"
560085430,"Jiangxi Starry Pharmaceutical Co., Ltd","North of the Wuyi Road, Salt Chemical Base, Zhangshu, Jiangxi 331200, China (CHN)"
080805631,"GRAXCELL USA, LLC","650 Grove Rd Ste 108, PAULSBORO, New Jersey (NJ) 08066, United States (USA)"
898091939,Nutriplant Industria e Comercio S/A,"Rua Arnaldo 388, Barueri, SAO PAULO 06415--110, Brazil (BRA)"
544490278,"Lepu Pharmaceutical Technology Co., Ltd.","No.27 Binhai Road, Jiaojiang District, Taizhou, Zhejiang 318000, China (CHN)"
129243310,ACUTE CARE GAS LLC,"23 Nutmeg Valley Rd, Wolcott, Connecticut (CT) 06716-2621, United States (USA)"
059451505,EUGENE WELDERS SUPPLY CO,"3100 N PACIFIC HWY, Medford, Oregon (OR) 97501, United States (USA)"
956991966,PINNACLE LIFE SCIENCE PRIVATE LIMITED,"Khasra No. 1331, 1332 and 1335, Village Manpura, Tehsil Baddi, Solan, Himachal Pradesh 174101, India (IND)"
527852739,Global Cosmetics (China) Company Limited,"No.13 Gaobao Road, Changping Town,, Dongguan, Guangdong 523581, China (CHN)"
080889930,Alnylam Pharmaceuticals Inc.,"665 Concord Ave, Cambridge, Massachusetts (MA) 02138, United States (USA)"
675466037,Etico Lifesciences Private Limited,"Plot No.121 & 122, ALEAP Industrial Estate Pragathi Nagar, Kukatpally, Hyderabad, Telangana 500090, India (IND)"
544536953,HEC RTC LAB,"No. 368 Mid Zhen'an Road, Shangsha, Chang'an, Dongguan, Guangdong 523871, China (CHN)"
527191860,Baxter Healthcare (Shanghai) Co. Ltd.,"No. 388 Ting Zhu Highway, Shanghai, Jinshan 201506, China (CHN)"
080382920,Rondo-Pak,"1200 Ferry Ave, Camden, New Jersey (NJ) 08104, United States (USA)"
080994181,Elizabeth Arden Inc,"131 Brand Avenue, Salem, Virginia (VA) 24153, United States (USA)"
055682474,"PETIQ, LLC","530 Fentress Blvd, Daytona Beach, Florida (FL) 32114-1210, United States (USA)"
531924283,PharmItBe Ltd,"Habanaim 13, Ofakim,  8759807, Israel (ISR)"
079410611,TIMS SOUTH TEXAS LLC,"4055 E MAIN ST, UVALDE, Texas (TX) 78801, United States (USA)"
871408062,VKT Pharma Private Limited,"Survey No. 21 to 27, Derasam Village, Srikakulam, Andhra Pradesh 532409, India (IND)"
694699767,JW PHARMACEUTICAL CORPORATION,"56 Gyeongje-ro, Siheung, Gyeonggi 15096, Korea, South (KOR)"
871411532,Alembic Pharmaceuticals Limited,"Derma Division, Plot no 779/P and 790/P, Vadodara, Gujarat 391450, India (IND)"
496387395,Statni Veterinarni Ustav Olomouc,"Jakoubka ze Stribra 462/1, Olomouc - Nove Sady,  77900, Czech Republic (CZE)"
012821959,"Pharmetric Laboratory, LLC","7265 Ulmerton Rd, Largo, Florida (FL) 33771-4809, United States (USA)"
028201378,"Merz North America, Inc.","13900 Grandview Parkway, Sturtevant, Wisconsin (WI) 53177, United States (USA)"
867058089,FARMSON BASIC DRUGS PRIVATE LIMITED,"Plot No.14, GIDC Industrial Estate, Nandesari, Vadodara, Gujarat 391340, India (IND)"
544518503,"Tianjin Kingyork Pharmaceuticals Co., Ltd.","No.221, Huanghai Road, Teda, Tianjin,  300457, China (CHN)"
251948899,Fusion Solution inc,"700 rue Bernard, Granby, Quebec J2J 0H6, Canada (CAN)"
071653915,Neutripure Corporation,"1700 Marshall Ave, Saint Paul, Minnesota (MN) 55104, United States (USA)"
078371442,"Cameron Pharmaceuticals, Limited Liability Company","12305 Westport Road, Suite 205, Louisville, Kentucky (KY) 40245, United States (USA)"
080863545,"PTS Consulting, LLC","14130 Minnesota Avenue, Bonner Springs, Kansas (KS) 66012, United States (USA)"
078437206,Achlis Laboratories,"1200 Us Highway 22 Ste 2000, Bridgewater, New Jersey (NJ) 08807, United States (USA)"
675476445,Anthem Biosciences Limited,"Plot No.276-P & 277-P, SY. No. 20, Bannikuppe Road, Harohalli Industrial Area, Phase-II, Kanakapura Taluk,, Ramanagara District, Karnataka 562112, India (IND)"
675469002,Vanamali Organics Private Limited,"Plot No. 24A & 24B, TSIIC, Survey No. 480, IDA Mankhal, Maheswaram Mandal, Ranga Reddy District, Hyderabad, Telangana 501 359, India (IND)"
547824792,Livzon (Group) Pharmaceutical Factory,"No. 38, Chuangye North Road, Jinwan District,, Zhuhai, Guangdong 519045, China (CHN)"
080914027,M/J Feed Mill AL LLC,"410 Sheffield Avenue, Spruce Pine, Alabama (AL) 35585, United States (USA)"
556695763,"KLEEN-PAK INDUSTRIES (VIETNAM) CO.,LTD","Factory 7, Lot CN 6, H1 Street, Kim Huy IP, Thu Dau Mot, Binh Duong NA, Vietnam (VNM)"
080028013,Strive Pharmaceuticals Inc.,"19 Lexington Avenue, East Brunswick, New Jersey (NJ) 08816, United States (USA)"
080161449,"Marnel Pharmaceuticals, Inc.","635 E Bay St Bldg G, Charleston, South Carolina (SC) 29403, United States (USA)"
118873257,"TransOx, Inc.","4421 Annette St Ste 8, West Palm Beach, Florida (FL) 33409, United States (USA)"
860416555,Mankind Pharma Limited,"Plot No. 145, Sector - 7, IMT Manesar, Gurugram, Haryana 122050, India (IND)"
675474672,OPTIMUS PHARMA PRIVATE LIMITED,"Plot No. 73/B & 73/B/2, EPIP, Pashamylaram (V), Patancheru (M), Sangareddy, Telangana, 502307 India, Hyderabad, TELANGANA 502307, India (IND)"
080006834,Linde Gas & Equipment Inc.,"875 National Dr Ste 107, Sacramento, California (CA) 95834, United States (USA)"
030181498,"All About Pediatrics, LLC dba Pediatric Home Service","735 W State Road 434 Ste F, Longwood, Florida (FL) 32750-4908, United States (USA)"
016579579,Bonafide Innovations LLC,"8300 Esters Blvd. Suite 940, Irving, Texas (TX) 75063, United States (USA)"
067878881,Akron Pharma Inc.,"373 Us Highway 46, Fairfield, New Jersey (NJ) 07004, United States (USA)"
650980746,Annora Pharma Private Limited,"Sy. No.261, Plot No. 5,7,8,9,13 and 14, Annaram village, Gummadidal Mandal,, Sangareddy, Telangana 502313, India (IND)"
858720927,ALAINA HEALTHCARE PRIVATE LIMITED,"Khasra No. 127-133, Baddi-Barotiwala Road, Baddi, HIMACHAL PRADESH 173205, India (IND)"
081066229,"StateServ Medical of Colorado, L.L.C.","711 S Sherman St, Longmont, Colorado (CO) 80501-6320, United States (USA)"
030184725,"Bob's Dairy Supply, Inc.","540 E BUS CNTY RD A, Dorchester, Wisconsin (WI) 54425-9763, United States (USA)"
080685321,"P & L Development, LLC","513 Old Griffin Road, Piedmont, South Carolina (SC) 29673, United States (USA)"
080937809,United Exchange Corp.,"1552 Alder Ave, Rialto, California (CA) 92335, United States (USA)"
080547824,"PETNET SOLUTIONS, INC.","26563 Corporate Ave., STE 102, Hayward, California (CA) 94545, United States (USA)"
079887650,Baxalta US Inc.,"505 Shire Pkwy, Social Circle, Georgia (GA) 30025-4723, United States (USA)"
490856367,Tiofarma B.V.,"Hermanus Boerhaavestraat 1, Oud Beijerland,  3261 ME, Netherlands (NLD)"
493943941,Tiofarma B.V.,"Benjamin Franklinstraat 10, Oud-Beijerland,  3261 LW, Netherlands (NLD)"
920393555,SATYADEEPTHA PHARMACEUTICALS LIMITED,"Plot No.101A, 101B, 101P1 & 100P4,Industrial Development Area, Humnabad, Bidar, Karnataka 585330, India (IND)"
053682098,AltaThera Pharmaceuticals LLC,"311 S Wacker Drive Suite 6030, Chicago, Illinois (IL) 60606, United States (USA)"
675484557,ASolution Pharmaceuticals Pvt. Ltd.,"K-3/8, Additional Ambernath MIDC, Next to MSETCL Power Substation Thakurpada, Thane, Maharashtra State 421506, India (IND)"
080914676,Vertice Pharma Management Corp.,"1025 Route 202/206, Suite 100, Bridgewater, New Jersey (NJ) 08807, United States (USA)"
342647233,Gemini PharmChem Mannheim GmbH,"Sandhofer Str. 96, Mannheim,  68305, Germany (DEU)"
650973451,Hindys Lab Private Limited,"Sy. No. 290 & 291,Veliminedu, Chityal,, Nalgonda,, Telangana 508114, India (IND)"
